filename,city,lat,long,beautiful,clean
59.297390_18.046501_50f55e0cfdc9f065f0004a55_Stockholm.JPG,Stockholm,59.29739,18.046501,1,1
29.740525_-95.465510_513cb2acfdc9f03587000691_Houston.JPG,Houston,29.740525,-95.46551,1,1
41.872482_-87.690176_513d36e2fdc9f03587002bc5_Chicago.JPG,Chicago,41.872482,-87.690176,1,2
-33.823799_151.197688_50f447d8fdc9f065f0003af0_Sydney.JPG,Sydney,-33.823799,151.197688,1,1
1.371874_103.828529_50f562ddfdc9f065f0005b0e_Singapore.JPG,Singapore,1.371874,103.828529,1,1
41.346706_2.143356_513d59c6fdc9f035870033ba_Barcelona.JPG,Barcelona,41.346706,2.143356,1,1
-33.990463_151.138937_50f44857fdc9f065f0003ea4_Sydney.JPG,Sydney,-33.990463,151.138937,1,2
60.173679_24.961544_51413501fdc9f04926004875_Helsinki.JPG,Helsinki,60.173679,24.961544,1,1
13.693703_100.542066_5140cb45fdc9f04926002ada_Bangkok.JPG,Bangkok,13.693703,100.542066,0,1
42.302697_-71.111174_513d6ac9fdc9f03587004b64_Boston.JPG,Boston,42.302697,-71.111174,1,2
51.545617_-0.056117_513e1a31fdc9f03587009142_London.JPG,London,51.545617,-0.056117,1,1
52.270761_20.921653_50f42c1afdc9f065f00018b2_Warsaw.JPG,Warsaw,52.270761,20.921653,1,1
43.665855_-79.463456_50f42ef2fdc9f065f0002433_Toronto.JPG,Toronto,43.665855,-79.463456,1,1
51.477005_-0.021086_513e2086fdc9f0358700a21b_London.JPG,London,51.477005,-0.021086,0,1
33.780312_-84.423983_513d7958fdc9f03587006486_Atlanta.JPG,Atlanta,33.780312,-84.423983,1,2
20.675743_-103.273629_51413498fdc9f049260046f8_Guadalajara.JPG,Guadalajara,20.675743,-103.273629,1,1
55.722130_37.724433_513e1f95fdc9f03587009f80_Moscow.JPG,Moscow,55.72213,37.724433,0,0
51.531671_-0.104890_513e1b4ffdc9f0358700943c_London.JPG,London,51.531671,-0.10489,1,1
41.784105_-87.599458_513d3000fdc9f035870026cc_Chicago.JPG,Chicago,41.784105,-87.599458,1,1
45.442465_9.188362_51414dadfdc9f04926007658_Milan.JPG,Milan,45.442465,9.188362,1,1
53.387717_-6.239984_5140d9cafdc9f04926003ca6_Dublin.JPG,Dublin,53.387717,-6.239984,1,1
33.753367_-84.331096_513da00bfdc9f035870088a1_Atlanta.JPG,Atlanta,33.753367,-84.331096,1,1
50.005900_14.431373_50f5ed9bfdc9f065f0008e50_Prague.JPG,Prague,50.0059,14.431373,1,1
33.859714_-84.451552_513d9e1dfdc9f035870082d9_Atlanta.JPG,Atlanta,33.859714,-84.451552,1,1
51.577124_-0.135729_513e1fb4fdc9f03587009fdc_London.JPG,London,51.577124,-0.135729,1,1
52.184332_20.957787_50f42c7ffdc9f065f0001dc1_Warsaw.JPG,Warsaw,52.184332,20.957787,0,1
48.144529_17.148410_5140c9f3fdc9f049260026b9_Bratislava.JPG,Bratislava,48.144529,17.14841,1,1
-33.867988_151.252428_50f448b5fdc9f065f0004239_Sydney.JPG,Sydney,-33.867988,151.252428,1,1
-24.658809_25.915036_5140d914fdc9f04926003b2b_Gaborone.JPG,Gaborone,-24.658809,25.915036,1,1
45.559673_-73.645189_5185cdc5fdc9f03fd5000d87_Montreal.JPG,Montreal,45.559673,-73.645189,1,1
38.713817_-9.169707_51408a0ffdc9f0358700e654_Lisbon.JPG,Lisbon,38.713817,-9.169707,2,1
39.975449_-75.216114_50f60e71beb2fed910000636_Philadelphia.JPG,Philadelphia,39.975449,-75.216114,0,2
55.869658_37.584157_513e1c75fdc9f03587009748_Moscow.JPG,Moscow,55.869658,37.584157,1,1
41.808583_-87.666315_513d2e36fdc9f0358700256b_Chicago.JPG,Chicago,41.808583,-87.666315,0,1
44.946824_-93.218470_51414731fdc9f049260069d0_Minneapolis.JPG,Minneapolis,44.946824,-93.21847,1,1
-37.769998_145.034677_514140e3fdc9f04926006125_Melbourne.JPG,Melbourne,-37.769998,145.034677,1,0
50.485843_30.581796_513e5bbcfdc9f0358700a920_Kiev.JPG,Kiev,50.485843,30.581796,1,1
52.437302_13.231989_513f3058fdc9f0358700dec0_Berlin.JPG,Berlin,52.437302,13.231989,1,1
39.765626_-105.020389_513d6a84fdc9f03587004aab_Denver.JPG,Denver,39.765626,-105.020389,1,1
34.980460_135.732715_513e6470fdc9f0358700b821_Kyoto.JPG,Kyoto,34.98046,135.732715,1,1
41.386797_2.127358_513d54acfdc9f03587002f32_Barcelona.JPG,Barcelona,41.386797,2.127358,1,1
39.763907_-104.980167_513d6c0efdc9f03587004e8a_Denver.JPG,Denver,39.763907,-104.980167,1,1
60.209906_24.976421_5141357bfdc9f04926004a0a_Helsinki.JPG,Helsinki,60.209906,24.976421,1,1
-22.840109_-43.257530_50f5ebabfdc9f065f0008448_RioDeJaneiro.JPG,RioDeJaneiro,-22.840109,-43.25753,0,1
52.452902_13.394337_513f3374fdc9f0358700e15b_Berlin.JPG,Berlin,52.452902,13.394337,1,1
20.633260_-103.352565_514134f3fdc9f04926004841_Guadalajara.JPG,Guadalajara,20.63326,-103.352565,1,2
45.538605_-73.600892_5185cf50fdc9f03fd5000f05_Montreal.JPG,Montreal,45.538605,-73.600892,1,1
52.488959_13.519968_513f2f35fdc9f0358700dd3d_Berlin.JPG,Berlin,52.488959,13.519968,0,2
40.390271_-3.638282_51409211fdc9f04926000634_Madrid.JPG,Madrid,40.390271,-3.638282,1,1
33.872519_-84.409107_513d79b2fdc9f035870065a8_Atlanta.JPG,Atlanta,33.872519,-84.409107,1,1
39.984706_-75.161521_51422953fdc9f0492600883c_Philadelphia.JPG,Philadelphia,39.984706,-75.161521,1,2
48.144606_17.139035_5140cb01fdc9f049260029fe_Bratislava.JPG,Bratislava,48.144606,17.139035,1,1
41.933183_12.444157_51409d7dfdc9f04926001308_Rome.JPG,Rome,41.933183,12.444157,1,2
45.448386_-73.587738_5185cb32fdc9f03fd5000af6_Montreal.JPG,Montreal,45.448386,-73.587738,1,1
39.748774_-105.037142_513d6e61fdc9f035870052d2_Denver.JPG,Denver,39.748774,-105.037142,1,1
48.193704_11.554989_514218b5fdc9f0492600817a_Munich.JPG,Munich,48.193704,11.554989,1,1
1.382770_103.874909_50f56198fdc9f065f00055a7_Singapore.JPG,Singapore,1.38277,103.874909,1,1
38.729379_-9.123590_51408c8bfdc9f0358700eb4f_Lisbon.JPG,Lisbon,38.729379,-9.12359,0,1
45.549361_-73.671192_5185cf2afdc9f03fd5000edf_Montreal.JPG,Montreal,45.549361,-73.671192,1,1
55.713925_37.627186_513e1ac5fdc9f035870092c7_Moscow.JPG,Moscow,55.713925,37.627186,1,0
35.025380_135.709508_513e652efdc9f0358700b926_Kyoto.JPG,Kyoto,35.02538,135.709508,0,1
60.272369_25.017158_514135d6fdc9f04926004b54_Helsinki.JPG,Helsinki,60.272369,25.017158,1,1
45.507740_-73.571839_5185cbd2fdc9f03fd5000b93_Montreal.JPG,Montreal,45.50774,-73.571839,1,1
52.544813_13.519509_513f29a0fdc9f0358700d3d6_Berlin.JPG,Berlin,52.544813,13.519509,1,1
39.942418_-75.159181_51422d4bfdc9f04926008bfd_Philadelphia.JPG,Philadelphia,39.942418,-75.159181,1,2
38.750829_-9.156211_51408bd2fdc9f0358700e9eb_Lisbon.JPG,Lisbon,38.750829,-9.156211,1,1
52.527699_13.231764_513f2d15fdc9f0358700d994_Berlin.JPG,Berlin,52.527699,13.231764,1,1
29.753411_-95.387707_513cc0e1fdc9f03587001408_Houston.JPG,Houston,29.753411,-95.387707,1,1
1.334104_103.720036_50f5608afdc9f065f00051bd_Singapore.JPG,Singapore,1.334104,103.720036,2,2
44.499527_26.065951_5140cb88fdc9f04926002baa_Bucharest.JPG,Bucharest,44.499527,26.065951,1,1
45.532875_-122.685485_50f60872beb2fed6f80004ce_Portland.JPG,Portland,45.532875,-122.685485,1,1
48.193803_17.027556_5140c8d7fdc9f0492600236a_Bratislava.JPG,Bratislava,48.193803,17.027556,1,1
44.482411_26.101638_5140d247fdc9f049260032b5_Bucharest.JPG,Bucharest,44.482411,26.101638,1,2
-33.866690_151.040650_50f44811fdc9f065f0003d3d_Sydney.JPG,Sydney,-33.86669,151.04065,1,2
25.066445_121.587707_50f44562fdc9f065f0003476_Taipei.JPG,Taipei,25.066445,121.587707,1,1
44.499942_26.069109_5140cdcffdc9f04926002fad_Bucharest.JPG,Bucharest,44.499942,26.069109,0,1
41.896036_12.482791_51409c14fdc9f04926001151_Rome.JPG,Rome,41.896036,12.482791,1,1
29.816550_-95.297926_513d3437fdc9f035870029fa_Houston.JPG,Houston,29.81655,-95.297926,1,2
55.790145_37.572324_513e1eb5fdc9f03587009d31_Moscow.JPG,Moscow,55.790145,37.572324,1,2
55.788633_37.616585_513e2298fdc9f0358700a58c_Moscow.JPG,Moscow,55.788633,37.616585,0,1
48.885904_2.370767_513e5e55fdc9f0358700b036_Paris.JPG,Paris,48.885904,2.370767,1,1
-37.770461_145.042954_51414600fdc9f049260066f3_Melbourne.JPG,Melbourne,-37.770461,145.042954,1,1
52.512752_13.545659_513f2c2dfdc9f0358700d810_Berlin.JPG,Berlin,52.512752,13.545659,1,1
1.359800_103.866516_50f5612ffdc9f065f0005541_Singapore.JPG,Singapore,1.3598,103.866516,0,1
50.482564_30.450862_513e5e45fdc9f0358700b002_Kiev.JPG,Kiev,50.482564,30.450862,1,1
-33.897857_151.133348_50f448adfdc9f065f0004188_Sydney.JPG,Sydney,-33.897857,151.133348,2,1
48.096679_17.103944_5140cabafdc9f0492600291b_Bratislava.JPG,Bratislava,48.096679,17.103944,1,0
60.153981_24.955735_514135cafdc9f04926004b37_Helsinki.JPG,Helsinki,60.153981,24.955735,1,1
48.866076_2.308057_513e606ffdc9f0358700b3c4_Paris.JPG,Paris,48.866076,2.308057,1,2
13.751745_100.511238_5140cc02fdc9f04926002cc7_Bangkok.JPG,Bangkok,13.751745,100.511238,0,1
52.568292_13.557585_513f2e02fdc9f0358700db3d_Berlin.JPG,Berlin,52.568292,13.557585,1,1
29.812171_-95.382182_513d33affdc9f03587002992_Houston.JPG,Houston,29.812171,-95.382182,1,1
1.373971_103.853141_50f561bdfdc9f065f000565c_Singapore.JPG,Singapore,1.373971,103.853141,1,1
35.007520_135.719587_513e65d0fdc9f0358700ba04_Kyoto.JPG,Kyoto,35.00752,135.719587,1,2
55.838925_37.529484_513e22befdc9f0358700a5bf_Moscow.JPG,Moscow,55.838925,37.529484,0,1
51.490996_-0.134327_513e1d79fdc9f035870099f1_London.JPG,London,51.490996,-0.134327,1,1
52.424764_13.229203_513f3231fdc9f0358700e04e_Berlin.JPG,Berlin,52.424764,13.229203,1,1
48.841287_2.388237_513e60d3fdc9f0358700b460_Paris.JPG,Paris,48.841287,2.388237,1,1
1.305293_103.858529_50f5612efdc9f065f0005515_Singapore.JPG,Singapore,1.305293,103.858529,1,1
41.896748_12.536293_51409a56fdc9f04926000f29_Rome.JPG,Rome,41.896748,12.536293,0,1
45.494930_-73.653328_5185d0e0fdc9f03fd5001065_Montreal.JPG,Montreal,45.49493,-73.653328,1,2
45.465507_9.213422_51414d7dfdc9f049260075d9_Milan.JPG,Milan,45.465507,9.213422,1,1
48.160272_11.446136_5142184bfdc9f04926008110_Munich.JPG,Munich,48.160272,11.446136,1,1
50.075280_14.500394_50f5eeadfdc9f065f0008fba_Prague.JPG,Prague,50.07528,14.500394,1,1
41.834064_-87.616097_513cc6b4fdc9f03587001995_Chicago.JPG,Chicago,41.834064,-87.616097,1,0
1.317632_103.941088_50f56196fdc9f065f0005579_Singapore.JPG,Singapore,1.317632,103.941088,1,1
45.448338_-73.661058_5185cbb4fdc9f03fd5000b77_Montreal.JPG,Montreal,45.448338,-73.661058,1,1
45.499567_-73.731561_5185cef6fdc9f03fd5000eac_Montreal.JPG,Montreal,45.499567,-73.731561,0,2
52.427426_13.215220_513f2fadfdc9f0358700de05_Berlin.JPG,Berlin,52.427426,13.21522,1,1
-37.894298_145.076840_514144effdc9f04926006564_Melbourne.JPG,Melbourne,-37.894298,145.07684,1,1
59.293948_18.059686_50f55e7ffdc9f065f0004d3d_Stockholm.JPG,Stockholm,59.293948,18.059686,1,2
45.472308_9.269441_51414fb7fdc9f04926007b75_Milan.JPG,Milan,45.472308,9.269441,1,2
45.488110_9.195931_51415050fdc9f04926007cf8_Milan.JPG,Milan,45.48811,9.195931,1,1
55.776477_37.576256_513e1ff0fdc9f0358700a086_Moscow.JPG,Moscow,55.776477,37.576256,1,1
59.353921_18.064111_50f55eb1fdc9f065f0004e32_Stockholm.JPG,Stockholm,59.353921,18.064111,1,1
60.200329_24.873226_514133e1fdc9f0492600446b_Helsinki.JPG,Helsinki,60.200329,24.873226,1,1
45.493861_9.108595_51414d20fdc9f049260074e6_Milan.JPG,Milan,45.493861,9.108595,0,1
45.470254_9.144316_514150cefdc9f04926007e38_Milan.JPG,Milan,45.470254,9.144316,1,1
52.476388_13.283475_513f310ffdc9f0358700df58_Berlin.JPG,Berlin,52.476388,13.283475,1,1
45.538967_-73.589030_5185d04efdc9f03fd5000ff0_Montreal.JPG,Montreal,45.538967,-73.58903,1,1
50.418297_30.515535_513e5ceefdc9f0358700ac5c_Kiev.JPG,Kiev,50.418297,30.515535,0,1
39.943964_-75.206204_5142281bfdc9f04926008715_Philadelphia.JPG,Philadelphia,39.943964,-75.206204,2,1
41.866391_-87.708078_513cbafafdc9f03587000e65_Chicago.JPG,Chicago,41.866391,-87.708078,1,1
44.916001_-93.267744_5141469efdc9f0492600686a_Minneapolis.JPG,Minneapolis,44.916001,-93.267744,1,1
1.347002_103.743938_50f562e4fdc9f065f0005b8a_Singapore.JPG,Singapore,1.347002,103.743938,1,1
43.689310_-79.301672_50f4348dfdc9f065f0002957_Toronto.JPG,Toronto,43.68931,-79.301672,1,1
39.987740_-75.077002_50f61680beb2fed910000956_Philadelphia.JPG,Philadelphia,39.98774,-75.077002,0,2
-22.891390_-43.347742_50f5ebaafdc9f065f0008435_RioDeJaneiro.JPG,RioDeJaneiro,-22.89139,-43.347742,0,1
29.744960_-95.359223_513cb83efdc9f03587000bd7_Houston.JPG,Houston,29.74496,-95.359223,1,2
-37.762872_145.014726_5141456efdc9f049260065e9_Melbourne.JPG,Melbourne,-37.762872,145.014726,1,1
1.310512_103.826002_50f56202fdc9f065f0005854_Singapore.JPG,Singapore,1.310512,103.826002,1,1
52.436353_13.297932_513f2ce9fdc9f0358700d951_Berlin.JPG,Berlin,52.436353,13.297932,1,1
51.531402_-0.098722_513e1c6efdc9f03587009732_London.JPG,London,51.531402,-0.098722,1,1
52.280257_20.928244_50f42c4cfdc9f065f0001a5a_Warsaw.JPG,Warsaw,52.280257,20.928244,1,1
44.386648_26.106143_5140d222fdc9f04926003290_Bucharest.JPG,Bucharest,44.386648,26.106143,1,1
1.389672_103.854392_50f560fbfdc9f065f00053f5_Singapore.JPG,Singapore,1.389672,103.854392,1,1
-37.759902_144.952121_51414018fdc9f0492600606b_Melbourne.JPG,Melbourne,-37.759902,144.952121,0,1
43.660072_-79.381914_50f43539fdc9f065f0002d26_Toronto.JPG,Toronto,43.660072,-79.381914,1,1
-37.935961_145.061470_514148a7fdc9f04926006d14_Melbourne.JPG,Melbourne,-37.935961,145.06147,1,1
55.699511_37.558645_513e219dfdc9f0358700a471_Moscow.JPG,Moscow,55.699511,37.558645,1,1
-37.800500_145.059436_51414057fdc9f049260060a6_Melbourne.JPG,Melbourne,-37.8005,145.059436,1,1
39.711168_-104.980959_513d6d09fdc9f035870050b2_Denver.JPG,Denver,39.711168,-104.980959,0,0
51.535593_-0.220533_513e1f31fdc9f03587009e70_London.JPG,London,51.535593,-0.220533,1,1
52.239180_20.934560_50f42c73fdc9f065f0001cdb_Warsaw.JPG,Warsaw,52.23918,20.93456,1,1
39.760535_-105.003673_513d694afdc9f03587004694_Denver.JPG,Denver,39.760535,-105.003673,1,1
48.837441_2.398135_513e5f39fdc9f0358700b1e8_Paris.JPG,Paris,48.837441,2.398135,1,1
34.993894_135.775756_513e651cfdc9f0358700b90e_Kyoto.JPG,Kyoto,34.993894,135.775756,1,1
-37.793290_145.002241_5141423cfdc9f04926006291_Melbourne.JPG,Melbourne,-37.79329,145.002241,1,1
55.759000_37.794919_513e1b9bfdc9f035870094fc_Moscow.JPG,Moscow,55.759,37.794919,1,1
52.470682_13.420312_513f306afdc9f0358700decf_Berlin.JPG,Berlin,52.470682,13.420312,1,1
48.151588_11.564549_51392b2c818ede12960011c4_Munich.JPG,Munich,48.151588,11.564549,1,1
29.720203_-95.469249_513cba76fdc9f03587000dea_Houston.JPG,Houston,29.720203,-95.469249,1,1
45.495610_-73.607077_5185cc79fdc9f03fd5000c34_Montreal.JPG,Montreal,45.49561,-73.607077,1,1
34.988824_135.786897_513e65d9fdc9f0358700ba0e_Kyoto.JPG,Kyoto,34.988824,135.786897,1,1
40.448601_-3.724693_514092cdfdc9f049260006fc_Madrid.JPG,Madrid,40.448601,-3.724693,0,0
41.875014_12.460386_51409819fdc9f04926000c31_Rome.JPG,Rome,41.875014,12.460386,1,1
48.111113_11.617920_51421c53fdc9f04926008548_Munich.JPG,Munich,48.111113,11.61792,1,1
51.557926_0.044517_513e1ea5fdc9f03587009d06_London.JPG,London,51.557926,0.044517,0,1
45.436073_9.200627_51414de5fdc9f049260076f0_Milan.JPG,Milan,45.436073,9.200627,1,1
48.139845_11.536480_5142187cfdc9f04926008145_Munich.JPG,Munich,48.139845,11.53648,1,1
25.028843_121.504344_50f44503fdc9f065f0003387_Taipei.JPG,Taipei,25.028843,121.504344,1,0
52.285693_21.050428_50f42c53fdc9f065f0001ada_Warsaw.JPG,Warsaw,52.285693,21.050428,1,1
60.230923_25.004522_51413487fdc9f049260046b0_Helsinki.JPG,Helsinki,60.230923,25.004522,1,1
52.216570_21.174939_50f42c1bfdc9f065f00018f4_Warsaw.JPG,Warsaw,52.21657,21.174939,1,1
13.699652_100.460752_5140caeffdc9f049260029c6_Bangkok.JPG,Bangkok,13.699652,100.460752,1,1
-37.886789_145.019899_51414458fdc9f049260064c2_Melbourne.JPG,Melbourne,-37.886789,145.019899,1,2
1.347992_103.952101_50f5609afdc9f065f000529a_Singapore.JPG,Singapore,1.347992,103.952101,1,1
39.983514_-75.176765_51422d8cfdc9f04926008c3a_Philadelphia.JPG,Philadelphia,39.983514,-75.176765,1,1
43.723893_-79.399906_50f42ef2fdc9f065f000244b_Toronto.JPG,Toronto,43.723893,-79.399906,1,2
52.518941_13.343619_513f28fbfdc9f0358700d2b6_Berlin.JPG,Berlin,52.518941,13.343619,0,1
43.778786_-79.421661_50f43514fdc9f065f0002abc_Toronto.JPG,Toronto,43.778786,-79.421661,1,1
-37.759014_145.026583_51414339fdc9f04926006399_Melbourne.JPG,Melbourne,-37.759014,145.026583,0,2
45.536057_-73.602938_5185cc30fdc9f03fd5000bf0_Montreal.JPG,Montreal,45.536057,-73.602938,1,1
33.873446_-84.431430_513d9e04fdc9f03587008289_Atlanta.JPG,Atlanta,33.873446,-84.43143,1,1
-37.936978_145.042572_514142ddfdc9f04926006335_Melbourne.JPG,Melbourne,-37.936978,145.042572,1,1
44.899767_-93.257089_51414660fdc9f049260067c7_Minneapolis.JPG,Minneapolis,44.899767,-93.257089,1,1
-22.966606_-43.234016_50f5eac6fdc9f065f0007ca4_RioDeJaneiro.JPG,RioDeJaneiro,-22.966606,-43.234016,0,1
45.540385_-73.681430_5185d314fdc9f03fd500126c_Montreal.JPG,Montreal,45.540385,-73.68143,0,1
39.740208_-104.924087_513d6e46fdc9f035870052ac_Denver.JPG,Denver,39.740208,-104.924087,1,1
44.987886_-93.305115_5141468efdc9f0492600683f_Minneapolis.JPG,Minneapolis,44.987886,-93.305115,0,1
-22.836487_-43.365769_50f5eaedfdc9f065f0007e49_RioDeJaneiro.JPG,RioDeJaneiro,-22.836487,-43.365769,1,1
43.650632_-79.417279_50f433c4fdc9f065f0002647_Toronto.JPG,Toronto,43.650632,-79.417279,1,1
40.055867_-75.179765_50f60e74beb2fed91000067a_Philadelphia.JPG,Philadelphia,40.055867,-75.179765,0,1
52.569388_13.568413_513f30c3fdc9f0358700df1c_Berlin.JPG,Berlin,52.569388,13.568413,1,1
45.501993_-73.647390_5185d51bfdc9f03fd500147a_Montreal.JPG,Montreal,45.501993,-73.64739,1,2
51.508664_-0.023949_513e1d1afdc9f035870098f5_London.JPG,London,51.508664,-0.023949,0,1
44.963169_-93.287937_51414688fdc9f04926006830_Minneapolis.JPG,Minneapolis,44.963169,-93.287937,1,1
52.555203_13.336998_513f2fb7fdc9f0358700de14_Berlin.JPG,Berlin,52.555203,13.336998,1,1
43.677897_-79.330882_50f463c5fdc9f065f0004310_Toronto.JPG,Toronto,43.677897,-79.330882,1,1
45.489309_9.185698_5141508afdc9f04926007d98_Milan.JPG,Milan,45.489309,9.185698,0,2
55.772302_37.590058_513e2328fdc9f0358700a637_Moscow.JPG,Moscow,55.772302,37.590058,1,1
40.036708_-75.187481_51422861fdc9f04926008757_Philadelphia.JPG,Philadelphia,40.036708,-75.187481,1,1
51.533262_-0.203687_513e1e7dfdc9f03587009ca2_London.JPG,London,51.533262,-0.203687,1,1
43.701069_-79.440572_50f4347efdc9f065f00028a5_Toronto.JPG,Toronto,43.701069,-79.440572,1,1
-33.877086_151.162421_50f44852fdc9f065f0003e2b_Sydney.JPG,Sydney,-33.877086,151.162421,1,1
48.865146_2.394463_513e5ff4fdc9f0358700b304_Paris.JPG,Paris,48.865146,2.394463,1,1
55.683965_37.585270_513e1c33fdc9f0358700969b_Moscow.JPG,Moscow,55.683965,37.58527,1,1
52.194841_20.966208_50f42c7cfdc9f065f0001ce8_Warsaw.JPG,Warsaw,52.194841,20.966208,1,1
45.525845_-122.602303_50f60c4dbeb2fed910000286_Portland.JPG,Portland,45.525845,-122.602303,1,1
39.976280_-75.150475_50f6167cbeb2fed910000916_Philadelphia.JPG,Philadelphia,39.97628,-75.150475,1,1
20.691149_-103.351710_514133a6fdc9f049260043a3_Guadalajara.JPG,Guadalajara,20.691149,-103.35171,0,1
55.774028_37.541378_513e1e46fdc9f03587009c02_Moscow.JPG,Moscow,55.774028,37.541378,1,1
-33.905614_151.104500_50f44802fdc9f065f0003c16_Sydney.JPG,Sydney,-33.905614,151.1045,1,1
41.914932_12.545014_51409dd0fdc9f0492600136d_Rome.JPG,Rome,41.914932,12.545014,1,1
-33.946630_151.052026_50f44806fdc9f065f0003c5b_Sydney.JPG,Sydney,-33.94663,151.052026,1,1
-37.935720_145.072847_5141460bfdc9f04926006706_Melbourne.JPG,Melbourne,-37.93572,145.072847,1,1
35.035559_135.762506_513e6560fdc9f0358700b968_Kyoto.JPG,Kyoto,35.035559,135.762506,1,1
20.686108_-103.396089_514135ddfdc9f04926004b66_Guadalajara.JPG,Guadalajara,20.686108,-103.396089,1,1
55.664212_37.707178_513e2014fdc9f0358700a0e4_Moscow.JPG,Moscow,55.664212,37.707178,1,1
41.760946_-87.658869_513cc6a2fdc9f03587001983_Chicago.JPG,Chicago,41.760946,-87.658869,2,1
33.705146_-84.355947_513d7c11fdc9f03587006d8c_Atlanta.JPG,Atlanta,33.705146,-84.355947,2,1
55.805250_37.509941_513e1d9bfdc9f03587009a41_Moscow.JPG,Moscow,55.80525,37.509941,1,1
42.335224_-71.074783_513d690ffdc9f035870045c2_Boston.JPG,Boston,42.335224,-71.074783,1,1
-37.754143_145.028760_51414150fdc9f04926006190_Melbourne.JPG,Melbourne,-37.754143,145.02876,1,0
52.334506_20.999779_50f42bacfdc9f065f000158b_Warsaw.JPG,Warsaw,52.334506,20.999779,1,1
45.531440_-122.639934_50f60877beb2fed6f800053b_Portland.JPG,Portland,45.53144,-122.639934,0,1
-22.997289_-43.237802_50f5ebc6fdc9f065f00084f1_RioDeJaneiro.JPG,RioDeJaneiro,-22.997289,-43.237802,0,1
52.227982_21.070084_50f42c69fdc9f065f0001bcb_Warsaw.JPG,Warsaw,52.227982,21.070084,1,1
33.701055_-84.396211_513d9f98fdc9f03587008795_Atlanta.JPG,Atlanta,33.701055,-84.396211,1,1
52.589140_13.367975_513f316efdc9f0358700dfa9_Berlin.JPG,Berlin,52.58914,13.367975,2,1
48.189652_17.182979_5140ca2afdc9f04926002764_Bratislava.JPG,Bratislava,48.189652,17.182979,1,1
35.039292_135.770880_513e641afdc9f0358700b7a6_Kyoto.JPG,Kyoto,35.039292,135.77088,1,1
51.590588_-0.014076_513e1d7cfdc9f035870099f9_London.JPG,London,51.590588,-0.014076,1,1
1.341512_103.966960_50f561f0fdc9f065f0005781_Singapore.JPG,Singapore,1.341512,103.96696,1,1
1.291739_103.823253_50f562d5fdc9f065f0005a8f_Singapore.JPG,Singapore,1.291739,103.823253,0,1
52.359275_20.988496_50f42c0bfdc9f065f0001782_Warsaw.JPG,Warsaw,52.359275,20.988496,1,1
48.867130_2.311378_513e5dcffdc9f0358700aece_Paris.JPG,Paris,48.86713,2.311378,1,1
43.646633_-79.373042_50f463bcfdc9f065f00042e6_Toronto.JPG,Toronto,43.646633,-79.373042,1,1
44.451890_26.150736_5140ce0ffdc9f04926002ff3_Bucharest.JPG,Bucharest,44.45189,26.150736,1,1
60.259096_24.953417_51413349fdc9f04926004255_Helsinki.JPG,Helsinki,60.259096,24.953417,0,1
33.863692_-84.443029_513d7a37fdc9f03587006760_Atlanta.JPG,Atlanta,33.863692,-84.443029,1,1
40.441650_-3.669111_51408aacfdc9f0358700e787_Madrid.JPG,Madrid,40.44165,-3.669111,1,1
55.716661_37.459008_513e1ceffdc9f03587009885_Moscow.JPG,Moscow,55.716661,37.459008,1,1
52.263246_21.057689_50f42c0bfdc9f065f0001783_Warsaw.JPG,Warsaw,52.263246,21.057689,1,1
